@id,type,lon,lat
3156237213,Free_standing,36.32603,32.29044
3156237214,Free_standing,36.34079,32.29048
3156237215,Free_standing,36.33743,32.29049
3156237216,Attached_to_WASH_centre,36.31836,32.29050
3156237217,Free_standing,36.31697,32.29054
3156237218,Free_standing,36.33800,32.29054
3156237219,Attached_to_WASH_centre,36.34239,32.29054
3156237220,Free_standing,36.33750,32.29055
3156237221,Attached_to_WASH_centre,36.32529,32.29056
3156237222,Free_standing,36.33702,32.29059
3156237223,Attached_to_WASH_centre,36.34201,32.29060
3156237224,Free_standing,36.32546,32.29060
3156237225,Free_standing,36.32150,32.29061
3156237226,Free_standing,36.32736,32.29062
3156237227,Free_standing,36.31517,32.29062
3156237228,Free_standing,36.31939,32.29064
3156237229,Free_standing,36.32637,32.29066
3156237230,Free_standing,36.32837,32.29067
3156237231,Free_standing,36.33749,32.29067
3156237232,Free_standing,36.33904,32.29069
3156237233,Attached_to_WASH_centre,36.32520,32.29070
3156237234,Free_standing,36.32506,32.29071
3156237235,Free_standing,36.32365,32.29072
3156237236,Free_standing,36.33798,32.29076
3156237237,Free_standing,36.34210,32.29078
3156237238,Free_standing,36.32349,32.29078
3156237239,Attached_to_WASH_centre,36.33928,32.29079
3156237240,Free_standing,36.31833,32.29080
3156237241,Free_standing,36.33513,32.29084
3156237242,Free_standing,36.31498,32.29086
3156237243,Attached_to_WASH_centre,36.33877,32.29087
3156237244,Free_standing,36.33525,32.29087
3156237245,Free_standing,36.31566,32.29088
3156237246,Free_standing,36.34004,32.29092
3156237247,Free_standing,36.31482,32.29092
3156237248,Free_standing,36.32197,32.29092
3156237249,Free_standing,36.32002,32.29093
3156237250,Free_standing,36.31592,32.29098
3156237251,Free_standing,36.32524,32.29099
3156237252,Free_standing,36.34052,32.29102
3156237253,Attached_to_WASH_centre,36.32264,32.29102
3156237254,Free_standing,36.32476,32.29102
3156237255,Free_standing,36.33432,32.29105
3156237256,Free_standing,36.33463,32.29107
3156237257,Free_standing,36.31942,32.29108
3156237258,Free_standing,36.32718,32.29108
3156237259,Free_standing,36.32598,32.29109
3156237260,Attached_to_WASH_centre,36.33798,32.29110
3156237261,Attached_to_WASH_centre,36.32285,32.29111
3156237262,Free_standing,36.34104,32.29112
3156237263,Free_standing,36.32647,32.29114
3156237264,Attached_to_WASH_centre,36.32829,32.29115
3156237265,Free_standing,36.34234,32.29115
3156237266,Attached_to_WASH_centre,36.34136,32.29116
3156237267,Attached_to_WASH_centre,36.32899,32.29116
3156237268,Free_standing,36.32216,32.29116
3156237269,Attached_to_WASH_centre,36.32229,32.29119
3156237270,Free_standing,36.33904,32.29120
3156237271,Free_standing,36.34054,32.29120
3156237272,Attached_to_WASH_centre,36.32250,32.29123
3156237273,Free_standing,36.33780,32.29124
3156237274,Free_standing,36.32621,32.29127
3156237275,Free_standing,36.34159,32.29129
3156237276,Free_standing,36.31879,32.29130
3156237277,Attached_to_WASH_centre,36.32286,32.29130
3156237278,Attached_to_WASH_centre,36.32897,32.29133
3156237279,Free_standing,36.33855,32.29133
3156237280,Attached_to_WASH_centre,36.32265,32.29133
3156237281,Attached_to_WASH_centre,36.31561,32.29135
3156237282,Attached_to_WASH_centre,36.31567,32.29136
3156237283,Free_standing,36.34203,32.29136
3156237284,Attached_to_WASH_centre,36.34065,32.29137
3156237285,Free_standing,36.34276,32.29137
3156237286,Attached_to_WASH_centre,36.32808,32.29139
3156237287,Free_standing,36.33793,32.29142
3156237288,Free_standing,36.31628,32.29150
3156237289,Free_standing,36.31765,32.29150
3156237290,Free_standing,36.32367,32.29154
3156237291,Attached_to_WASH_centre,36.32227,32.29155
3156237292,Free_standing,36.31838,32.29157
3156237293,Free_standing,36.33829,32.29157
3156237294,Free_standing,36.31594,32.29158
3156237295,Attached_to_WASH_centre,36.32204,32.29160
3156237296,Oxfam_water_storage,36.34022,32.29163
3156237297,Attached_to_WASH_centre,36.32593,32.29163
3156237298,Free_standing,36.34147,32.29164
3156237299,Free_standing,36.32257,32.29165
3156237300,Free_standing,36.31864,32.29165
3156237301,Free_standing,36.31882,32.29169
3156237302,Free_standing,36.31585,32.29169
3156237303,Free_standing,36.33928,32.29170
3156237304,Free_standing,36.32664,32.29172
3156237305,Free_standing,36.34282,32.29172
3156237306,Attached_to_WASH_centre,36.34141,32.29173
3156237307,Free_standing,36.31466,32.29173
3156237308,Free_standing,36.34098,32.29174
3156237309,Free_standing,36.32568,32.29175
3156237310,Attached_to_WASH_centre,36.31503,32.29176
3156237311,Free_standing,36.32536,32.29180
3156237312,Attached_to_WASH_centre,36.34262,32.29180
3156237313,Free_standing,36.32592,32.29181
3156237314,Attached_to_WASH_centre,36.33919,32.29181
3156237315,Attached_to_WASH_centre,36.32402,32.29181
3156237316,Attached_to_WASH_centre,36.34309,32.29183
3156237317,Attached_to_WASH_centre,36.31476,32.29188
3156237318,Free_standing,36.32287,32.29189
3156237319,Attached_to_WASH_centre,36.32038,32.29189
3156237320,Free_standing,36.33903,32.29189
3156237321,Free_standing,36.33947,32.29193
3156237322,Attached_to_WASH_centre,36.32408,32.29194
3156237323,Free_standing,36.32317,32.29196
3156237324,Attached_to_WASH_centre,36.31993,32.29201
3156237325,Free_standing,36.34164,32.29203
3156237326,Free_standing,36.31653,32.29204
3156237327,Free_standing,36.31625,32.29205
3156237328,Attached_to_WASH_centre,36.32666,32.29208
3156237329,Free_standing,36.33885,32.29209
3156237330,Attached_to_WASH_centre,36.32637,32.29210
3156237331,Free_standing,36.32688,32.29211
3156237332,Free_standing,36.31959,32.29214
3156237333,Attached_to_WASH_centre,36.31959,32.29214
3156237334,Attached_to_WASH_centre,36.32067,32.29215
3156237335,Free_standing,36.34283,32.29216
3156237336,Attached_to_WASH_centre,36.32005,32.29220
3156237337,Free_standing,36.31456,32.29220
3156237338,Attached_to_WASH_centre,36.33859,32.29221
3156237339,Attached_to_WASH_centre,36.34170,32.29224
3156237340,Attached_to_WASH_centre,36.32596,32.29224
3156237341,Free_standing,36.33814,32.29225
3156237342,Free_standing,36.31597,32.29226
3156237343,Attached_to_WASH_centre,36.31914,32.29228
3156237344,Attached_to_WASH_centre,36.31972,32.29232
3156237345,Free_standing,36.32594,32.29234
3156237346,Attached_to_WASH_centre,36.31949,32.29234
3156237347,Free_standing,36.34163,32.29237
3156237348,Free_standing,36.32371,32.29239
3156237349,Free_standing,36.34304,32.29241
3156237350,Free_standing,36.33774,32.29241
3156237351,Free_standing,36.34111,32.29242
3156237352,Free_standing,36.32671,32.29243
3156237353,Free_standing,36.33793,32.29246
3156237354,Free_standing,36.31475,32.29246
3156237355,Free_standing,36.32600,32.29249
3156237356,Free_standing,36.32291,32.29249
3156237357,Free_standing,36.31644,32.29252
3156237358,Attached_to_WASH_centre,36.31656,32.29252
3156237359,Free_standing,36.32058,32.29254
3156237360,Free_standing,36.31707,32.29255
3156237361,Free_standing,36.34094,32.29259
3156237362,Free_standing,36.32043,32.29260
3156237363,Free_standing,36.31400,32.29261
3156237364,Free_standing,36.33776,32.29262
3156237365,Free_standing,36.32065,32.29263
3156237366,Free_standing,36.32338,32.29264
3156237367,Free_standing,36.34232,32.29269
3156237368,Free_standing,36.31790,32.29272
3156237369,Attached_to_WASH_centre,36.31640,32.29273
3156237370,Attached_to_WASH_centre,36.32365,32.29274
3156237371,Free_standing,36.32407,32.29275
3156237372,Attached_to_WASH_centre,36.31398,32.29281
3156237373,Free_standing,36.31494,32.29281
3156237374,Free_standing,36.34299,32.29283
3156237375,Attached_to_WASH_centre,36.32312,32.29283
3156237376,Free_standing,36.34169,32.29283
3156237377,Free_standing,36.31367,32.29286
3156237378,Attached_to_WASH_centre,36.31398,32.29288
3156237379,Free_standing,36.31923,32.29289
3156237380,Free_standing,36.33826,32.29290
3156237381,Attached_to_WASH_centre,36.34355,32.29290
3156237382,Attached_to_WASH_centre,36.34323,32.29291
3156237383,Free_standing,36.32050,32.29292
3156237384,Free_standing,36.34002,32.29297
3156237385,Free_standing,36.34138,32.29300
3156237386,Attached_to_WASH_centre,36.33974,32.29300
3156237387,Free_standing,36.33921,32.29303
3156237388,Attached_to_WASH_centre,36.32343,32.29307
3156237389,Free_standing,36.31696,32.29315
3156237390,Free_standing,36.34099,32.29318
3156237391,Free_standing,36.31629,32.29323
3156237392,Free_standing,36.33902,32.29323
3156237393,Free_standing,36.34258,32.29323
3156237394,Free_standing,36.31883,32.29326
3156237395,Attached_to_WASH_centre,36.33896,32.29327
3156237396,Free_standing,36.32315,32.29328
3156237397,Attached_to_WASH_centre,36.34250,32.29328
3156237398,Attached_to_WASH_centre,36.32299,32.29333
3156237399,Free_standing,36.31518,32.29338
3156237400,Free_standing,36.34204,32.29340
3156237401,Free_standing,36.32265,32.29340
3156237402,Free_standing,36.31727,32.29344
3156237403,Free_standing,36.33814,32.29344
3156237404,Attached_to_WASH_centre,36.31887,32.29345
3156237405,Free_standing,36.31431,32.29346
3156237406,Free_standing,36.31552,32.29347
3156237407,Free_standing,36.32191,32.29349
3156237408,Free_standing,36.31875,32.29350
3156237409,Attached_to_WASH_centre,36.31875,32.29350
3156237410,Free_standing,36.31293,32.29353
3156237411,Free_standing,36.31932,32.29353
3156237412,Free_standing,36.34321,32.29357
3156237413,Free_standing,36.31539,32.29357
3156237414,Attached_to_WASH_centre,36.34164,32.29358
3156237415,Free_standing,36.31869,32.29359
3156237416,Free_standing,36.33965,32.29361
3156237417,Free_standing,36.34023,32.29361
3156237418,Free_standing,36.31563,32.29373
3156237419,Attached_to_WASH_centre,36.32082,32.29375
3156237420,Free_standing,36.34264,32.29376
3156237421,Free_standing,36.32144,32.29376
3156237422,Free_standing,36.31756,32.29378
3156237423,Attached_to_WASH_centre,36.32076,32.29383
3156237424,Attached_to_WASH_centre,36.31943,32.29386
3156237425,Free_standing,36.34052,32.29387
3156237426,Free_standing,36.34210,32.29391
3156237427,Free_standing,36.32246,32.29394
3156237428,Free_standing,36.33872,32.29395
3156237429,Attached_to_WASH_centre,36.31488,32.29399
3156237430,Free_standing,36.32054,32.29399
3156237431,Free_standing,36.31402,32.29402
3156237432,Attached_to_WASH_centre,36.31443,32.29403
3156237433,Free_standing,36.31620,32.29406
3156237434,Free_standing,36.31493,32.29407
3156237435,Free_standing,36.33962,32.29409
3156237436,Free_standing,36.31316,32.29409
3156237437,Free_standing,36.34130,32.29411
3156237438,Free_standing,36.34363,32.29414
3156237439,Free_standing,36.33965,32.29414
3156237440,Attached_to_WASH_centre,36.32012,32.29415
3156237441,Attached_to_WASH_centre,36.34039,32.29417
3156237442,Free_standing,36.31933,32.29417
3156237443,Free_standing,36.34177,32.29421
3156237444,Free_standing,36.32010,32.29422
3156237445,Free_standing,36.31626,32.29424
3156237446,Free_standing,36.34270,32.29426
3156237447,Free_standing,36.31349,32.29428
3156237448,Free_standing,36.31731,32.29428
3156237449,Free_standing,36.33879,32.29430
3156237450,Attached_to_WASH_centre,36.34246,32.29431
3156237451,Free_standing,36.34099,32.29432
3156237452,Free_standing,36.32143,32.29433
3156237453,Oxfam_water_storage,36.33435,32.29433
3156237454,Attached_to_WASH_centre,36.33941,32.29440
3156237455,Free_standing,36.34043,32.29444
3156237456,Free_standing,36.31391,32.29444
3156237457,Free_standing,36.34150,32.29447
3156237458,Free_standing,36.31558,32.29447
3156237459,Free_standing,36.31359,32.29448
3156237460,Free_standing,36.31925,32.29449
3156237461,Free_standing,36.33001,32.29450
3156237462,Free_standing,36.32934,32.29452
3156237463,Free_standing,36.31508,32.29454
3156237464,Free_standing,36.32478,32.29455
3156237465,Free_standing,36.34023,32.29456
3156237466,Free_standing,36.34201,32.29457
3156237467,Free_standing,36.33889,32.29464
3156237468,Attached_to_WASH_centre,36.31643,32.29465
3156237469,Attached_to_WASH_centre,36.31660,32.29467
3156237470,Free_standing,36.34186,32.29468
3156237471,Free_standing,36.33973,32.29475
3156237472,Attached_to_WASH_centre,36.33047,32.29477
3156237473,Free_standing,36.31554,32.29478
3156237474,Free_standing,36.31594,32.29479
3156237475,Free_standing,36.32828,32.29481
3156237476,Free_standing,36.31345,32.29481
3156237477,Free_standing,36.32421,32.29484
3156237478,Free_standing,36.32383,32.29486
3156237479,Free_standing,36.33868,32.29487
3156237480,Free_standing,36.32549,32.29490
3156237481,Free_standing,36.34273,32.29493
3156237482,Free_standing,36.32586,32.29493
3156237483,Free_standing,36.33935,32.29495
3156237484,Free_standing,36.32383,32.29501
3156237485,Attached_to_WASH_centre,36.32976,32.29501
3156237486,Free_standing,36.33116,32.29502
3156237487,Free_standing,36.34207,32.29502
3156237488,Attached_to_WASH_centre,36.34052,32.29509
3156237489,Free_standing,36.32784,32.29512
3156237490,Free_standing,36.32765,32.29514
3156237491,Free_standing,36.31314,32.29520
3156237492,Free_standing,36.34016,32.29522
3156237493,Free_standing,36.32584,32.29522
3156237494,Free_standing,36.31380,32.29522
3156237495,Attached_to_WASH_centre,36.32317,32.29528
3156237496,Free_standing,36.33009,32.29528
3156237497,Free_standing,36.31671,32.29528
3156237498,Free_standing,36.34036,32.29529
3156237499,Free_standing,36.31568,32.29531
3156237500,Attached_to_WASH_centre,36.32489,32.29534
3156237501,Free_standing,36.31259,32.29537
3156237502,Free_standing,36.32472,32.29539
3156237503,Free_standing,36.31469,32.29540
3156237504,Attached_to_WASH_centre,36.32437,32.29543
3156237505,Free_standing,36.33900,32.29544
3156237506,Attached_to_WASH_centre,36.33988,32.29545
3156237507,Free_standing,36.31206,32.29546
3156237508,Free_standing,36.32415,32.29548
3156237509,Free_standing,36.33937,32.29548
3156237510,Free_standing,36.34099,32.29550
3156237511,Free_standing,36.32389,32.29551
3156237512,Free_standing,36.31205,32.29552
3156237513,Attached_to_WASH_centre,36.32830,32.29561
3156237514,Free_standing,36.32959,32.29562
3156237515,Free_standing,36.32381,32.29563
3156237516,Free_standing,36.33926,32.29565
3156237517,Attached_to_WASH_centre,36.33113,32.29565
3156237518,Free_standing,36.33025,32.29566
3156237519,Attached_to_WASH_centre,36.32212,32.29567
3156237520,Free_standing,36.32797,32.29570
3156237521,Attached_to_WASH_centre,36.32768,32.29571
3156237522,Free_standing,36.32648,32.29578
3156237523,Free_standing,36.32450,32.29582
3156237524,Attached_to_WASH_centre,36.32287,32.29583
3156237525,Free_standing,36.32918,32.29584
3156237526,Free_standing,36.32827,32.29586
3156237527,Free_standing,36.33960,32.29588
3156237528,Attached_to_WASH_centre,36.31297,32.29594
3156237529,Attached_to_WASH_centre,36.32110,32.29596
3156237530,Free_standing,36.34053,32.29597
3156237531,Free_standing,36.31223,32.29599
3156237532,Free_standing,36.31430,32.29600
3156237533,Free_standing,36.32505,32.29600
3156237534,Free_standing,36.32594,32.29606
3156237535,Free_standing,36.32467,32.29566
3156237536,Free_standing,36.33102,32.29606
3156237537,Free_standing,36.33998,32.29609
3156237538,Free_standing,36.32570,32.29610
3156237539,Attached_to_WASH_centre,36.33026,32.29611
3156237540,Free_standing,36.32280,32.29612
3156237541,Attached_to_WASH_centre,36.32195,32.29615
3156237542,Attached_to_WASH_centre,36.31292,32.29619
3156237543,Attached_to_WASH_centre,36.32357,32.29620
3156237544,Free_standing,36.32799,32.29620
3156237545,Free_standing,36.32882,32.29621
3156237546,Free_standing,36.31414,32.29628
3156237547,Free_standing,36.32748,32.29629
3156237548,Free_standing,36.33933,32.29633
3156237549,Attached_to_WASH_centre,36.32560,32.29634
3156237550,Attached_to_WASH_centre,36.32077,32.29642
3156237551,Free_standing,36.32584,32.29643
3156237552,Attached_to_WASH_centre,36.32514,32.29644
3156237553,Attached_to_WASH_centre,36.32268,32.29646
3156237554,Free_standing,36.32848,32.29647
3156237555,Free_standing,36.33068,32.29650
3156237556,Free_standing,36.33118,32.29654
3156237557,Attached_to_WASH_centre,36.33139,32.29658
3156237558,Free_standing,36.31642,32.29661
3156237559,Free_standing,36.33025,32.29663
3156237560,Free_standing,36.31730,32.29663
3156237561,Free_standing,36.32602,32.29666
3156237562,Free_standing,36.32447,32.29666
3156237563,Free_standing,36.32760,32.29667
3156237564,Attached_to_WASH_centre,36.32856,32.29669
3156237565,Free_standing,36.32499,32.29669
3156237566,Free_standing,36.33035,32.29671
3156237567,Free_standing,36.31588,32.29671
3156237568,Free_standing,36.31867,32.29673
3156237569,Attached_to_WASH_centre,36.32318,32.29678
3156237570,Free_standing,36.31450,32.29685
3156237571,Free_standing,36.32549,32.29689
3156237572,Attached_to_WASH_centre,36.33118,32.29691
3156237573,Attached_to_WASH_centre,36.32812,32.29691
3156237574,Free_standing,36.32663,32.29692
3156237575,Free_standing,36.32902,32.29696
3156237576,Free_standing,36.32561,32.29698
3156237577,Attached_to_WASH_centre,36.32389,32.29700
3156237578,Free_standing,36.31757,32.29704
3156237579,Free_standing,36.31707,32.29708
3156237580,Free_standing,36.31407,32.29709
3156237581,Attached_to_WASH_centre,36.32237,32.29710
3156237582,Free_standing,36.31282,32.29710
3156237583,Attached_to_WASH_centre,36.31517,32.29710
3156237584,Free_standing,36.32904,32.29714
3156237585,Free_standing,36.33062,32.29714
3156237586,Free_standing,36.32801,32.29718
3156237587,Free_standing,36.33225,32.29718
